Fighter Name,Fighter Record,Fighter Height,Fighter Weight,Fighter Reach,Fighter Stance,Fighter DOB,Fighter SLpM,Fighter Striking Accuracy,Fighter SApM,Fighter Striking Defence,Fighter Take Down Average,Fighter Take Down Accuracy,Fighter Take Down Defence,Fighter Submission Average,wins,loss,tie
Alan Omer,"['18', '5', '0']",70,145,71,Orthodox,"Sep14,1988",3.49,55,2.21,64,1.69,42,66,0.0,18,5,0
Daniel Omielanczuk,"['19', '8', '1 (1 NC)']",72,247,74,Southpaw,"Aug31,1982",3.09,57,3.29,47,0.56,26,68,0.1,19,8,1
Michihiro Omigawa,"['13', '13', '1']",66,145,68,Orthodox,"Dec19,1975",2.01,39,3.06,64,1.19,36,49,1.5,13,13,1
Brian Ortega,"['14', '0', '0 (1 NC)']",68,145,69,Switch,"Feb21,1991",3.65,32,5.27,56,0.22,14,58,1.8,14,0,0
Tito Ortiz,"['17', '11', '1']",75,205,74,Orthodox,"Jan23,1975",2.59,46,2.88,60,2.47,35,54,0.6,17,11,1
Dustin Ortiz,"['18', '7', '0']",65,125,65,Orthodox,"Dec25,1988",2.93,44,2.25,56,3.08,35,54,0.1,18,7,0
Kenji Osawa,"['18', '10', '2']",67,135,66,Orthodox,"Nov04,1976",2.34,35,2.14,63,0.91,58,68,0.7,18,10,2
Nick Osipczak,"['5', '3', '0']",74,170,76,Orthodox,"Dec30,1984",2.83,50,3.77,50,1.2,45,71,1.0,5,3,0
Zak Ottow,"['16', '5', '0']",71,170,72,Orthodox,"Dec22,1986",3.42,39,2.71,58,0.59,33,66,0.3,16,5,0
Sidney Outlaw,"['8', '4', '0']",68,170,74,Orthodox,"Apr11,1992",0.13,33,0.8,71,3.0,75,0,3.0,8,4,0
Alistair Overeem,"['43', '16', '0 (1 NC)']",76,265,80,Orthodox,"May17,1980",3.67,61,1.88,62,1.46,62,76,1.0,43,16,0
Alptekin Ozkilic,"['9', '4', '0']",65,125,65,Orthodox,"Mar27,1986",3.81,32,5.72,59,4.21,58,75,0.0,9,4,0
Nick Pace,"['6', '3', '0']",67,135,68,Orthodox,"Apr17,1987",1.48,34,3.14,57,2.52,43,54,0.5,6,3,0
Larissa Pacheco,"['10', '2', '0']",67,135,69,Orthodox,"Sep07,1994",1.21,19,4.14,55,0.0,0,0,0.0,10,2,0
Teemu Packalen,"['8', '2', '0']",73,155,72,Orthodox,"May22,1987",2.64,57,3.08,47,2.83,27,100,1.9,8,2,0
Damacio Page,"['12', '8', '0']",66,135,66,Orthodox,"Sep30,1982",2.05,38,2.47,51,2.63,64,23,0.9,12,8,0
Dustin Pague,"['11', '10', '0']",69,135,74,Orthodox,"Aug05,1987",1.65,53,2.96,41,1.03,44,55,2.6,11,10,0
Fredson Paixao,"['10', '4', '0 (1 NC)']",66,145,66,Orthodox,"May13,1979",1.71,54,2.31,62,0.62,11,10,2.2,10,4,0
Bart Palaszewski,"['35', '17', '0']",69,145,70,Orthodox,"May30,1983",2.67,32,3.97,57,0.65,31,53,0.5,35,17,0
Soa Palelei,"['22', '5', '0']",76,265,81,Orthodox,"Jul12,1977",2.47,57,2.68,48,2.2,47,66,0.0,22,5,0
Rousimar Palhares,"['24', '5', '0']",68,170,71,Orthodox,"Feb26,1980",1.75,51,2.04,59,3.93,45,0,4.1,24,5,0
Alexandre Pantoja,"['18', '3', '0']",65,125,67,Orthodox,"Apr16,1990",4.12,46,3.53,57,1.06,60,57,1.8,18,3,0
Jared Papazian,"['14', '9', '0 (1 NC)']",68,135,67,Southpaw,"Feb01,1988",3.33,39,3.81,44,0.0,0,50,0.0,14,9,0
Karo Parisyan,"['19', '8', '0 (1 NC)']",70,170,72,Orthodox,"Aug28,1982",2.49,41,2.19,58,5.27,59,59,1.0,19,8,0
Claude Patrick,"['14', '2', '0']",71,170,75,Orthodox,"Jun14,1980",1.8,55,0.89,69,2.32,53,84,1.7,14,2,0
Alan Patrick,"['15', '1', '0']",71,155,74,Southpaw,"Jul19,1983",1.89,43,1.82,50,4.69,44,75,0.4,15,1,0
Pawel Pawlak,"['11', '2', '0']",72,170,73,Orthodox,"Feb08,1989",1.67,33,2.22,53,1.0,37,70,0.0,11,2,0
Estevan Payan,"['14', '6', '0 (1 NC)']",70,145,72,Orthodox,"Mar14,1982",4.25,42,3.58,57,0.36,100,60,0.4,14,6,0
Ross Pearson,"['22', '14', '0 (1 NC)']",68,155,69,Orthodox,"Sep26,1984",3.59,40,3.8,63,0.79,38,75,0.0,22,14,0
Tyson Pedro,"['7', '1', '0']",75,205,79,Orthodox,"Sep17,1991",2.58,58,2.46,49,1.1,66,53,1.1,7,1,0
Filip Pejic,"['10', '2', '1']",68,135,70,Orthodox,"Jul21,1992",0.0,0,0.88,33,0.0,0,0,0.0,10,2,1
Kurt Pellegrino,"['16', '6', '0']",68,155,70,Orthodox,"May07,1979",2.45,43,1.94,63,2.9,54,69,0.8,16,6,0
Cathal Pendred,"['17', '5', '1']",73,170,75,Orthodox,"Sep02,1987",2.49,44,3.01,55,2.46,23,83,0.4,17,5,1
BJ Penn,"['16', '12', '2']",69,145,70,Orthodox,"Dec13,1978",2.71,49,3.12,56,1.24,55,75,0.5,16,12,2
Nick Penner,"['12', '3', '0']",76,205,77,Southpaw,"Mar26,1980",1.25,30,4.6,38,0.0,0,40,0.0,12,3,0
Raquel Pennington,"['9', '6', '0']",67,135,67,Orthodox,"Sep05,1988",3.8,51,2.92,66,1.43,43,69,1.3,9,6,0
Godofredo Pepey,"['14', '6', '0']",67,145,73,Orthodox,"Jul02,1987",2.32,38,3.23,47,0.37,7,35,1.5,14,6,0
Robert Peralta,"['18', '6', '0 (1 NC)']",68,145,71,Orthodox,"Mar14,1986",3.76,44,2.97,53,0.59,66,65,0.0,18,6,0
Viviane Pereira,"['13', '1', '0']",61,115,63,Orthodox,"Aug28,1993",2.62,35,4.4,52,0.33,100,28,0.3,13,1,0
Erik Perez,"['17', '6', '0']",68,135,68,Orthodox,"Nov19,1989",3.16,40,2.09,66,3.16,55,69,0.2,17,6,0
Alejandro Perez,"['20', '6', '1']",66,135,67,Orthodox,"Sep02,1989",3.59,38,2.86,64,0.61,20,66,0.2,20,6,1
Frankie Perez,"['10', '4', '0']",71,155,73,Orthodox,"May11,1989",1.64,41,2.17,54,1.75,41,50,0.3,10,4,0
Alex Perez,"['20', '4', '0']",66,125,65,Orthodox,"Mar21,1992",2.66,40,2.38,61,4.23,53,100,2.4,20,4,0
Markus Perez,"['9', '1', '0']",73,185,73,Orthodox,"Jun22,1988",2.0,50,5.27,43,2.0,40,50,1.0,9,1,0
Anthony Perosh,"['15', '10', '0']",75,205,75,Orthodox,"Oct05,1972",2.27,43,3.77,53,2.03,22,33,1.1,15,10,0
Thiago Perpetuo,"['9', '4', '1']",70,170,71,Orthodox,"Dec14,1987",5.39,69,3.51,51,2.82,50,66,0.0,9,4,1
Hernani Perpetuo,"['17', '5', '0 (1 NC)']",72,170,74,Orthodox,"May24,1985",2.73,29,4.37,55,0.0,0,37,0.5,17,5,0
Mike Perry,"['11', '3', '0']",70,170,71,Orthodox,"Sep15,1991",4.12,43,4.77,59,0.42,40,64,0.0,11,3,0
Viktor Pesta,"['10', '4', '0']",75,240,77,Orthodox,"Jul15,1990",1.58,36,2.54,56,3.29,28,100,0.0,10,4,0
Steven Peterson,"['16', '6', '0']",70,145,70,Orthodox,"May29,1990",5.17,31,6.37,56,1.5,13,100,0.0,16,6,0
Seth Petruzelli,"['14', '6', '0']",72,205,76,Orthodox,"Dec03,1979",2.17,41,2.08,55,0.46,50,47,2.3,14,6,0
Peter Petties,"['5', '3', '0 (1 NC)']",71,145,72,Southpaw,"Dec20,1990",2.61,29,8.24,48,0.0,0,0,0.0,5,3,0
Anthony Pettis,"['20', '7', '0']",70,155,72,Orthodox,"Jan27,1987",2.81,45,2.82,56,0.82,54,58,1.2,20,7,0
Sergio Pettis,"['16', '3', '0']",66,125,69,Orthodox,"Aug18,1993",3.62,36,2.56,66,1.09,39,64,0.5,16,3,0
Forrest Petz,"['24', '9', '0']",69,170,71,Orthodox,"Sep22,1975",2.27,29,2.2,57,1.3,100,66,0.0,24,9,0
Cody Pfister,"['12', '6', '1']",70,155,73,Orthodox,"Jul12,1990",1.41,25,2.8,51,2.82,30,0,0.0,12,6,1
Nam Phan,"['18', '14', '0']",66,135,70,Orthodox,"Mar13,1983",4.52,37,6.55,59,0.18,18,60,0.2,18,14,0
Costas Philippou,"['13', '5', '0 (1 NC)']",71,185,73,Orthodox,"Nov29,1979",2.19,35,2.73,54,0.4,42,65,0.3,13,5,0
Aaron Phillips,"['8', '2', '0']",69,135,70,Southpaw,"Aug05,1989",1.87,59,3.33,40,0.0,0,35,0.5,8,2,0
Elizabeth Phillips,"['5', '4', '0']",66,135,65,Orthodox,"Aug20,1986",2.6,33,3.07,58,0.75,25,53,0.2,5,4,0
John Phillips,"['21', '7', '0 (1 NC)']",71,185,75,Southpaw,"Jun09,1985",0.0,0,2.77,21,0.0,0,0,0.0,21,7,0
Vinc Pichel,"['11', '1', '0']",70,155,72,Orthodox,"Nov23,1982",3.54,42,2.89,54,5.01,62,16,0.3,11,1,0
Brad Pickett,"['26', '14', '0']",66,135,68,Orthodox,"Sep24,1978",3.02,31,4.63,55,2.47,44,58,0.4,26,14,0
Jamie Pickett,"['7', '2', '0']",74,185,80,Southpaw,"Aug29,1988",1.02,41,2.64,45,6.1,40,0,0.0,7,2,0
Oskar Piechota,"['11', '0', '1']",72,185,76,Southpaw,"Jan24,1990",4.32,63,1.48,67,0.89,33,0,2.7,11,0,1
Mike Pierce,"['17', '7', '0']",68,170,70,Orthodox,"Sep01,1980",2.62,42,2.36,62,3.08,42,71,0.2,17,7,0
Sean Pierson,"['14', '6', '0']",72,170,76,Southpaw,"Mar10,1976",3.84,39,3.73,64,0.39,18,66,0.4,14,6,0
Daniel Pineda,"['18', '11', '0']",67,145,69,Orthodox,"Aug06,1985",2.99,43,2.51,47,1.46,25,48,2.0,18,11,0
Liu Pingyuan,"['11', '5', '0']",68,135,70,Orthodox,"Feb13,1993",0.0,0,0.0,0,0.0,0,0,0.0,11,5,0
Dustin Poirier,"['22', '5', '0 (1 NC)']",69,155,72,Southpaw,"Jan19,1989",5.08,50,3.42,57,1.99,45,67,1.3,22,5,0
Igor Pokrajac,"['28', '13', '0 (1 NC)']",72,205,76,Orthodox,"Jan02,1979",2.25,45,4.26,40,0.87,29,51,0.2,28,13,0
Santiago Ponzinibbio,"['27', '3', '0']",72,170,73,Orthodox,"Sep26,1986",4.23,38,4.01,62,0.64,44,57,0.0,27,3,0
Ruan Potts,"['8', '4', '0']",74,247,75,Orthodox,"Feb23,1978",0.85,37,5.92,22,0.75,16,33,2.3,8,4,0
Devin Powell,"['8', '3', '0']",72,155,73,Orthodox,"Mar01,1988",2.17,40,3.5,43,0.0,0,0,1.0,8,3,0
Marcin Prachnio,"['13', '3', '0']",75,205,74,Orthodox,"Jul14,1988",3.42,62,2.28,47,0.0,0,0,0.0,13,3,0
Wagner Prado,"['8', '2', '0 (1 NC)']",72,205,74,Southpaw,"Dec30,1986",1.72,40,3.06,50,0.0,0,22,0.0,8,2,0
Trevor Prangley,"['23', '8', '1']",73,185,75,Orthodox,"Aug24,1972",2.59,60,2.02,48,3.38,55,74,1.0,23,8,1
Carlo Prater,"['30', '12', '1']",71,155,72,Switch,"Jun25,1981",2.03,47,4.07,35,0.43,9,57,1.7,30,12,1
Michel Prazeres,"['24', '2', '0']",66,155,67,Orthodox,"Jul25,1981",2.54,47,2.38,59,4.28,38,47,0.7,24,2,0
Niko Price,"['11', '1', '0 (1 NC)']",72,170,76,Orthodox,"Sep29,1989",2.53,29,4.03,57,1.3,27,83,2.2,11,1,0
Joe Proctor,"['11', '5', '0']",70,155,72,Orthodox,"Aug10,1985",3.39,36,3.93,59,0.0,0,70,1.8,11,5,0
Cole Province,"['6', '2', '0 (1 NC)']",69,145,68,Orthodox,"Jan17,1981",1.47,44,2.72,43,2.4,50,83,1.0,6,2,0
Lucie Pudilova,"['8', '2', '0']",68,135,67,Orthodox,"Jun13,1994",5.04,44,4.07,57,0.0,0,76,0.7,8,2,0
Claudio Puelles,"['8', '2', '0']",71,155,72,Southpaw,"Apr21,1996",4.19,42,8.1,53,2.17,16,0,0.0,8,2,0
Juan Puig,"['11', '4', '0']",69,145,72,Orthodox,"Apr23,1989",4.91,23,7.17,51,0.0,0,0,0.0,11,4,0
Jens Pulver,"['25', '15', '1']",67,145,70,Southpaw,"Dec06,1974",2.12,37,3.13,56,0.22,33,63,0.3,25,15,1
Mike Pyle,"['27', '14', '1']",72,170,74,Orthodox,"Sep18,1975",2.74,45,2.84,60,1.8,35,70,1.5,27,14,1
Nate Quarry,"['12', '4', '0']",72,185,72,OpenStance,"Mar18,1972",4.96,44,2.8,66,0.25,33,60,0.0,12,4,0
Jimmy Quinlan,"['3', '1', '1']",72,185,72,Orthodox,"May25,1986",2.08,70,5.94,16,4.46,25,0,0.0,3,1,1
Michel Quinones,"['8', '3', '0']",70,155,73,Orthodox,"Dec22,1984",2.91,29,5.98,48,0.0,0,36,0.0,8,3,0
Aleksandar Rakic,"['9', '1', '0']",76,205,78,Orthodox,"Feb06,1992",3.07,30,1.6,56,0.0,0,85,0.0,9,1,0
Jessica Rakoczy,"['2', '5', '0 (1 NC)']",67,115,68,Orthodox,"Apr14,1977",2.5,44,3.55,64,0.75,20,0,0.8,2,5,0
Ricardo Ramos,"['11', '1', '0']",69,135,72,Orthodox,"Aug01,1995",3.23,47,2.74,58,1.67,50,77,0.6,11,1,0
Davi Ramos,"['7', '2', '0']",68,170,70,Orthodox,"Nov05,1986",3.48,36,3.29,55,2.9,50,0,0.6,7,2,0
Vernon Ramos,"['3', '2', '0']",66,170,72,Orthodox,"Jun03,1992",4.0,25,8.0,55,0.0,0,0,0.0,3,2,0
Ed Ratcliff,"['7', '3', '0']",70,155,71,Orthodox,"Mar05,1983",2.71,38,2.96,63,0.28,16,53,0.0,7,3,0
Bec Rawlings,"['7', '7', '0']",66,125,64,Orthodox,"Feb11,1989",4.18,42,5.21,54,0.86,40,66,0.4,7,7,0
Stevie Ray,"['21', '8', '0']",70,155,70,Southpaw,"Mar25,1990",3.26,45,2.27,55,0.85,55,55,0.8,21,8,0
Abdul Razak Alhassan,"['9', '1', '0']",70,170,73,Orthodox,"Aug11,1985",4.13,44,4.17,59,0.59,33,50,0.0,9,1,0
Rafael Rebello,"['7', '4', '0']",65,135,67,Orthodox,"Oct16,1980",2.19,32,3.29,58,2.82,33,75,0.5,7,4,0
Greg Rebello,"['22', '7', '0']",72,240,73,Southpaw,"Jun13,1982",2.6,35,2.48,59,0.0,0,0,0.0,22,7,0
Paul Redmond,"['10', '6', '0']",70,145,70,Orthodox,"Oct20,1986",0.72,34,2.99,41,0.0,0,50,0.0,10,6,0
Karl Reed,"['2', '1', '0']",75,205,78,Orthodox,"Oct27,1988",2.2,42,3.13,52,0.0,0,57,0.0,2,1,0
Wilson Reis,"['22', '8', '0']",64,125,65,Southpaw,"Jan06,1985",1.96,30,2.98,56,4.54,42,47,0.7,22,8,0
Goran Reljic,"['9', '3', '0']",75,205,81,Southpaw,"Mar20,1984",1.69,37,2.69,59,1.69,50,33,1.1,9,3,0
Marion Reneau,"['9', '3', '1']",66,135,68,Orthodox,"Jun20,1977",3.79,42,2.49,69,0.3,100,57,1.4,9,3,1
Dominick Reyes,"['8', '0', '0']",76,205,77,Southpaw,"Dec26,1989",7.02,65,1.21,44,3.63,100,80,3.6,8,0,0
Alex Reyes,"['13', '3', '0']",71,170,73,Orthodox,"Oct02,1986",4.56,46,8.35,38,0.0,0,0,0.0,13,3,0
Mike Rhodes,"['6', '4', '0']",73,170,74,Orthodox,"Dec04,1989",3.2,39,4.13,64,0.96,33,75,0.5,6,4,0
Mike Ricci,"['9', '4', '0']",72,155,77,Southpaw,"Mar18,1986",1.8,32,1.64,65,0.67,100,54,0.0,9,4,0
Alessandro Ricci,"['10', '5', '0']",71,155,69,Orthodox,"Jul21,1982",2.48,41,2.53,64,0.0,0,64,0.0,10,5,0
Matthew Riddle,"['7', '3', '0 (2 NC)']",73,170,74,Southpaw,"Jan14,1986",3.01,42,2.74,54,3.51,50,89,0.5,7,3,0
Joe Riggs,"['41', '17', '0 (1 NC)']",72,185,70,Southpaw,"Sep23,1982",2.41,51,1.69,57,2.45,55,62,0.6,41,17,0
Aaron Riley,"['29', '14', '1']",68,155,69,Southpaw,"Dec09,1980",3.45,34,3.78,61,1.18,34,60,0.1,29,14,1
Jordan Rinaldi,"['13', '6', '0']",70,155,72,Orthodox,"Sep25,1987",1.42,36,3.26,50,1.38,28,20,1.4,13,6,0
Nick Ring,"['13', '3', '0']",72,185,74,Southpaw,"Feb10,1979",3.52,42,3.48,62,1.36,36,52,0.3,13,3,0
Mike Rio,"['9', '4', '0']",70,155,71,Orthodox,"Jul06,1981",1.68,39,2.99,53,2.58,27,0,1.0,9,4,0
Diego Rivas,"['7', '1', '0']",68,145,69,Orthodox,"Nov11,1991",1.33,37,2.35,51,1.7,80,63,0.8,7,1,0
Jorge Rivera,"['19', '9', '0']",73,185,73,Orthodox,"Feb28,1972",3.16,48,2.64,54,0.84,50,63,0.1,19,9,0
Francisco Rivera,"['11', '7', '0 (1 NC)']",68,135,68,Orthodox,"Oct08,1981",4.07,41,3.16,68,1.01,63,68,0.6,11,7,0
Jimmie Rivera,"['21', '1', '0']",64,135,68,Orthodox,"Jun29,1989",4.55,41,3.42,64,1.22,33,100,0.0,21,1,0
Karl Roberson,"['6', '0', '0']",73,185,74,Southpaw,"Oct04,1990",5.59,73,1.78,68,3.81,100,100,7.6,6,0,0
Daniel Roberts,"['12', '4', '0']",70,170,74,Southpaw,"Aug05,1980",0.73,20,2.27,46,2.46,44,40,2.5,12,4,0
Danny Roberts,"['15', '3', '0']",73,170,74,Southpaw,"Jul14,1987",3.95,39,3.86,56,0.0,0,57,0.3,15,3,0
Kenny Robertson,"['15', '5', '0']",70,170,74,Orthodox,"Feb14,1984",3.72,47,3.02,52,1.37,26,57,0.8,15,5,0
Alvin Robinson,"['12', '6', '0']",69,155,68,Southpaw,"Jul16,1982",1.57,50,1.29,51,1.24,50,25,1.2,12,6,0
Vagner Rocha,"['11', '4', '0']",70,155,73,Orthodox,"Jun06,1982",2.64,42,4.5,48,1.4,33,50,1.9,11,4,0
Carlos Eduardo Rocha,"['9', '2', '0']",70,170,70,Orthodox,"Jul12,1981",1.24,34,1.85,55,0.0,0,52,1.4,9,2,0
Luke Rockhold,"['16', '4', '0']",75,185,77,Southpaw,"Oct17,1984",4.29,48,2.32,58,0.71,40,68,1.2,16,4,0
Manuel Rodriguez,"['10', '4', '0']",69,170,68,Orthodox,"Apr25,1985",0.81,33,3.23,38,9.09,75,0,0.0,10,4,0
Michael Rodriguez,"['9', '2', '0']",76,205,83,Southpaw,"Nov28,1988",3.11,35,1.78,20,0.0,0,100,0.0,9,2,0
Nick Roehrick,"['7', '1', '0']",74,205,75,Orthodox,"Jul06,1987",2.31,17,6.92,44,0.0,0,0,0.0,7,1,0
Marcos Rogerio de Lima,"['15', '6', '1']",73,205,75,Orthodox,"Jun25,1985",4.3,52,4.07,50,0.0,0,37,1.3,15,6,1
Brett Rogers,"['11', '4', '0 (1 NC)']",77,265,81,Orthodox,"Feb17,1981",3.17,44,3.2,46,0.0,0,58,0.0,11,4,0
Shane Roller,"['11', '7', '0']",70,155,72,Orthodox,"Jul14,1979",2.04,34,2.65,60,2.46,33,42,1.9,11,7,0
Ricardo Romero,"['11', '3', '0']",72,205,76,Orthodox,"Apr15,1978",2.17,55,4.77,46,1.63,10,100,3.3,11,3,0
Yoel Romero,"['13', '2', '0']",72,185,73,Southpaw,"Apr30,1977",3.06,52,2.34,64,1.87,32,77,0.0,13,2,0
Mara Romero Borella,"['12', '5', '0 (1 NC)']",66,125,69,Orthodox,"Jun03,1986",4.58,37,3.8,73,1.68,50,100,0.8,12,5,0
Jesse Ronson,"['13', '5', '0']",70,155,70,Southpaw,"Dec24,1985",3.09,46,2.73,59,0.67,40,61,0.3,13,5,0
George Roop,"['15', '13', '1']",73,135,72,Orthodox,"Nov10,1981",3.43,34,2.47,60,1.05,57,59,0.1,15,13,1
Aaron Rosa,"['17', '5', '0']",76,205,78,Orthodox,"May28,1983",4.03,47,4.41,45,0.36,33,85,0.4,17,5,0
Charles Rosa,"['11', '3', '0']",69,145,69,Switch,"Aug24,1986",3.85,36,4.0,51,2.93,34,50,1.1,11,3,0
Jared Rosholt,"['14', '3', '0']",74,265,75,Orthodox,"Aug04,1986",2.08,46,1.52,59,1.83,41,66,0.1,14,3,0
Ben Rothwell,"['36', '10', '0']",76,265,78,Orthodox,"Oct17,1981",2.89,41,3.92,46,0.84,36,69,0.4,36,10,0
Khalil Rountree Jr.,"['7', '3', '0']",73,205,76,Southpaw,"Feb26,1990",2.18,32,3.21,39,0.0,0,50,0.4,7,3,0
Ronda Rousey,"['12', '2', '0']",67,135,68,Orthodox,"Feb01,1987",4.17,52,4.14,44,6.26,68,50,4.8,12,2,0
Mauricio Rua,"['25', '10', '0']",73,205,76,Orthodox,"Nov25,1981",3.75,51,2.58,56,2.17,48,45,0.9,25,10,0
Rodolfo Rubio,"['12', '8', '1']",65,145,66,Orthodox,"Jan29,1987",1.13,36,1.0,62,2.0,33,33,0.0,12,8,1
Mike Russow,"['15', '3', '0 (1 NC)']",73,255,73,Orthodox,"Sep11,1976",1.55,47,2.9,59,4.66,43,0,0.7,15,3,0
Amir Sadollah,"['7', '5', '0']",70,170,74,Orthodox,"Aug27,1980",4.71,46,3.55,60,0.57,27,60,0.3,7,5,0
Frankie Saenz,"['12', '5', '0']",66,135,66,Orthodox,"Aug12,1980",3.93,45,3.11,54,1.47,30,62,0.1,12,5,0
Saparbeg Safarov,"['8', '2', '0']",73,205,78,Orthodox,"Oct14,1986",3.81,29,6.1,45,2.54,28,100,0.0,8,2,0
Tarec Saffiedine,"['16', '7', '0']",70,170,70,Switch,"Sep06,1986",4.05,47,3.06,62,0.52,36,84,0.1,16,7,0
Jason Saggo,"['12', '4', '0']",71,155,71,Orthodox,"Nov23,1985",2.5,39,2.94,52,2.33,40,23,0.0,12,4,0
Ovince Saint Preux,"['22', '11', '0']",75,205,80,Southpaw,"Apr08,1983",2.7,46,2.54,46,1.21,48,63,0.6,22,11,0
Lukasz Sajewski,"['13', '3', '0']",68,155,71,Orthodox,"Nov27,1990",2.06,35,3.88,57,1.01,25,66,0.0,13,3,0
Alessio Sakara,"['19', '11', '0 (1 NC)']",72,185,72,Orthodox,"Sep02,1981",3.96,47,2.8,59,2.18,78,62,0.0,19,11,0
Gokhan Saki,"['1', '1', '0']",72,205,73,Orthodox,"Oct19,1983",8.42,60,4.21,55,0.0,0,100,0.0,1,1,0
Justin Salas,"['12', '7', '0']",68,155,70,Southpaw,"Mar13,1982",3.42,43,2.96,68,2.43,20,0,0.0,12,7,0
Roman Salazar,"['9', '4', '0 (1 NC)']",67,135,67,Orthodox,"Feb21,1988",1.95,39,2.89,57,1.77,18,50,0.0,9,4,0
Muslim Salikhov,"['12', '2', '0']",71,170,69,Orthodox,"Jun09,1984",1.2,37,0.72,75,0.0,0,57,0.0,12,2,0
Boston Salmon,"['5', '1', '0']",69,135,69,Southpaw,"Nov20,1990",4.07,35,7.33,62,0.0,0,100,0.0,5,1,0
John Salter,"['8', '2', '0']",73,185,74,Southpaw,"Mar21,1985",1.68,32,1.68,68,2.85,46,66,0.5,8,2,0
Josh Samman,"['12', '5', '0']",75,185,79,Orthodox,"Mar14,1988",2.08,52,2.47,34,1.09,33,33,0.4,12,5,0
Joshua Sampo,"['11', '5', '0']",64,125,64,Orthodox,"Jul24,1984",1.99,36,2.96,55,1.06,33,40,2.1,11,5,0
Diego Sanchez,"['29', '11', '0']",70,170,72,Southpaw,"Dec31,1981",2.75,36,2.99,57,1.46,21,50,1.0,29,11,0
Eddie Sanchez,"['13', '5', '0']",74,230,74,Orthodox,"Nov04,1982",3.45,43,3.3,43,1.13,26,42,0.0,13,5,0
Joby Sanchez,"['11', '3', '0']",66,125,68,Orthodox,"Jun24,1991",3.12,34,2.45,64,1.18,83,38,0.5,11,3,0
Andrew Sanchez,"['10', '4', '0']",73,185,74,Orthodox,"Apr08,1988",4.81,49,5.16,47,3.56,44,100,0.0,10,4,0
Roberto Sanchez,"['8', '1', '0']",66,125,66,Orthodox,"Mar05,1986",0.69,44,2.25,51,10.4,100,0,2.6,8,1,0
Luke Sanders,"['11', '2', '0']",66,135,67,Southpaw,"Dec12,1985",7.97,57,3.29,63,0.84,33,33,0.8,11,2,0
Jerrod Sanders,"['15', '3', '0 (1 NC)']",68,135,72,Orthodox,"Oct01,1979",0.88,64,1.14,46,2.2,33,50,1.6,15,3,0
Cory Sandhagen,"['8', '1', '0']",71,145,70,Switch,"Apr20,1992",9.09,54,3.64,64,1.7,100,0,0.0,8,1,0
Hector Sandoval,"['14', '4', '0']",62,125,64,Orthodox,"Jul19,1986",3.31,52,2.33,65,3.49,25,71,1.4,14,4,0
Roldan Sangcha-an,"['4', '2', '0']",64,125,65,Orthodox,"Dec04,1990",2.71,46,2.15,51,1.94,60,68,0.0,4,2,0
Jorge Santiago,"['25', '11', '0']",73,170,74,Orthodox,"Oct09,1980",1.69,35,2.62,56,0.58,30,52,0.8,25,11,0
Mike Santiago,"['21', '11', '0']",70,145,69,Orthodox,"Jul28,1989",3.55,49,2.78,41,2.74,50,58,1.1,21,11,0
Evangelista Santos,"['18', '15', '0']",70,170,76,Orthodox,"Dec12,1977",3.94,36,6.01,49,0.78,100,50,0.4,18,15,0
Iliarde Santos,"['27', '9', '1 (1 NC)']",65,125,66,Orthodox,"Sep25,1980",3.0,30,6.1,57,1.66,23,83,0.0,27,9,1
Leonardo Santos,"['16', '4', '1']",72,155,75,Orthodox,"Feb05,1980",2.3,40,2.64,61,1.14,25,86,0.5,16,4,1
Thiago Santos,"['17', '5', '0']",72,185,76,Orthodox,"Jan07,1984",4.56,48,2.02,66,0.42,25,70,0.0,17,5,0
Bruno Santos,"['14', '2', '0']",69,185,69,Orthodox,"Jul17,1987",1.18,46,2.27,56,3.0,37,66,0.3,14,2,0
Daniel Sarafian,"['10', '6', '0']",69,185,73,Orthodox,"Aug21,1982",2.23,46,3.1,58,0.36,7,53,0.7,10,6,0
Ulka Sasaki,"['20', '5', '2']",70,125,71,Southpaw,"Oct07,1989",2.02,39,2.83,50,2.26,34,37,1.1,20,5,2
Paul Sass,"['13', '2', '0']",72,155,73,Orthodox,"Aug04,1988",0.53,26,1.9,51,0.53,16,33,7.4,13,2,0
Takenori Sato,"['17', '10', '7 (1 NC)']",70,170,71,Southpaw,"Jun08,1985",0.46,33,12.92,9,0.0,0,0,0.0,17,10,7
Ben Saunders,"['21', '9', '2']",74,170,77,Orthodox,"Apr13,1983",3.35,50,3.79,51,0.25,40,72,1.1,21,9,2
Eric Schafer,"['14', '7', '2']",75,185,75,Orthodox,"Sep20,1977",1.89,34,3.38,56,1.81,36,50,1.8,14,7,2
Brendan Schaub,"['11', '5', '0']",76,245,78,Orthodox,"Mar18,1983",2.92,37,2.22,57,2.32,46,72,0.4,11,5,0
Pat Schilling,"['5', '2', '0']",68,145,69,Orthodox,"Aug28,1988",1.87,26,8.24,52,0.0,0,0,0.0,5,2,0
Matt Schnell,"['11', '4', '0']",68,125,70,Orthodox,"Jan15,1990",2.93,31,3.97,52,0.65,33,50,1.3,11,4,0
Justin Scoggins,"['11', '4', '0']",67,125,66,Southpaw,"May02,1992",3.81,53,1.78,59,4.02,65,79,0.5,11,4,0
